Nome	Qtd.
PINCEL PINTURA PREDIAL, MATERIAL CERDAS, PELO DE ESQUILO, TIPO CABO LONGO, TAMANHO 2, FORMATO RETANGULAR, CABO DE MADEIRA, CATMAT: 000057525.	5
PINCEL QUADRO BRANCO / MAGNéTICO, MATERIAL PLáSTICO, MATERIAL PONTA FELTRO, COR AZUL, CARACTERíSTICAS ADICIONAIS TAMPA PROTETORA E PRESILHA FIXAçãO BOLSO 274798	0
PINCEL QUADRO BRANCO / MAGNéTICO, MATERIAL PLáSTICO, MATERIAL PONTA FELTRO, COR PRETO, CARACTERíSTICAS ADICIONAIS TAMPA PROTETORA E PRESILHA FIXAçãO BOLSO 274799	0
PINCEL QUADRO BRANCO / MAGNéTICO, MATERIAL PLáSTICO, MATERIAL PONTA FELTRO, COR VERMELHO, CARACTERíSTICAS ADICIONAIS TAMPA PROTETORA E PRESILHA FIXAçãO BOLSO 274800	0
PISTOLA APLICADORA, NOME PISTOLA DE APLICAÇÃO DE COLA QUENTE 72613	0
PISTOLA AUTOMÁTICA DOSADORA 50 ML. PRODUTO FEITO EM LATÃO CROMADO, ALUMÍNIO POLIDO E TUBO DE VIDRO.	0
Placa Cega 4X2	10
PLUG FÊMEA 2P+T 10A NOVO PADRÃO	30
PLUG FÊMEA 2P+T 20A NOVO PADRÃO	30
PLUG MACHO 2P+T 20A NOVO PADRÃO	30
PLUGUE - Plugue macho 2p + T novo padrão 10 a 250v. MARCA: MEC TRONIC.	30
PORTA CARIMBO, MATERIAL ACRÍLICO, COR FUMÊ, CAPACIDADE 6 CARIMBOS	5
porta copo aço inoxidável aplicação copos descartável 200 ml	42
PORTA GUARDANAPO MATERIAL AÇO INOXIDÁVEL - 221148	20
PORTA-LÁPIS/CLIPE/LEMBRETE, MATERIAL ACRíLICO, COR FUMê, TIPO SIMPLES 202540	0
PRANCHETA PORTáTIL, MATERIAL ACRíLICO, COMPRIMENTO 340, LARGURA 235, ESPESSURA 2, COR FUMê, CARACTERíSTICAS ADICIONAIS COM PREDEDOR DE METAL E CANTOS ARRENDONDADOS 383451	0
PRATO ACRILICO CRISTAL 21CM,PARA REFEIÇOES, PACOTE COM 10UNIDADES - 150279	95
PRATO DESCARTAVEL TIPO TIGELA(FUNDO)10UN 150695	163
PREGO 17X21 COM CABEÇA, 1KG - 333252	6
PREGO 19X36 COM CABEÇA, 1KG - 214383	2
Pulseira Antiestática com prendedor de metal do tipo jacaré, bracelete em silicone ajustável, cordão de aterramento espiralado com até 2,3 metros de comprimento (esticado).	11
Raquete para teste de CMT. Raquete em plástico, contendo quatro orifícios, empregada na realização do diagnóstico de mastite bovina, baseada na técnica de CMT (Califórnia Mastite Test.).	12
REATOR 150W	7
REATOR IGNITOR - Aplicação Lâmpada vapor metálico, tipo uso externo, potência nominal, lâmpada 400 V, Tensão nominal 380 V, frequência nominal 60Hz. MARCA: DSW. CATMAT: 000211334.	7
REBITE POP - Rebite de repucho 3.2x15. MARCA: WORKER.	1000
REBITE POP - Rebite de repucho 4 x 22. MARCA: WORKER. CATMAT: 000040029.	1000
REDE INFORMÁTICA - PEÇA/ACESSÓRIO - Kit Arduíno UNO R3. Kit contendo no mínimo as seguintes peças, 1 placas-mãe (mainboard) UNO R3 Original, 1 cabo USB para conexões Arduíno ao computador, 1 Mini-protoboard para testar os circuitos conectando aos outros componentes do kit sem soldas, 1 display LCD 2X16 com conector soldado e blackligth em (preto sobre verde ou branco sobre azul), 1 display de 7 segmentos, 1 motor CC 6v com jumpers soldados, 1 buzzer, 1 controle remoto IR, 1 sensor de infravermelho (refletância, analógico) (IR), 1 sensor de temperatura (termistor ntc 1k), 1 sensor de luminosidade (LDR 5mm), 1 potenciômetro 10k?, 2 chaves momentâneas (botão), 5 LEDs verdes (1,2 Vdc 20ma), 15 resistores 330?, 5 resistores 1k?, 5 resistores 10k?, 1 resistor 15?, 1 sensor/atuador piezo elétrico, 20 jumpers premium F/F de 15 cm, 20x fios Jumper Premium M/M de 20 cm, 10 x fios Jumpers premium F/F de 15cm, 20 x fios Jumper Premium M/M de 20 cm, 10 x fios Jumper Premium m/m de 10cm, 1 relê de uso geral, bobina de 5v,	0
REGISTRO DE GAVETA DE 2 POLEGADAS, SIMILAR OU SUPERIOR Á MARCA DECA OU TIGRE, MARCA: V e G. CATMAT: 000111619.	0
REGISTRO DE PRESSÃO - Registro esfera vs 50mm soldável. Similar ou superior marca Tigre e Amanco.	0
REGISTRO ESFERA - Registro Esférico, material PVC, soldável 20mm. MARCA: AKATO. CATMAT: 000150637.	7
REGISTRO ESFERA - registro esférico, material PVC, soldável 25mm.	7
REGISTRO ESFÉRICO, DE 50mm SOLDÁVEL.	5
REGISTRO ESFÉRICO, DE 75 mm SOLDÁVEL.	2
REGISTRO PRESSÃO - Curva 90° pta/bsa soldável if, pn 80, dn 50mm, resistente a uv (irrigação). Similar á marca tigre e amanco.	3
REGISTRO PRESSÃO - Curva 90° pta/bsa soldável if, pn 80, dn 75mm, resistente a uv (irrigação). Similar á marca tigre.	3
REGISTRO PRESSÃO - Curva para registro 3 polegadas. Marca: FAL. CATMAT: 000111619.	3
REGISTRO PRESSÃO - Curva para registro, 2 polegadas. Marca: FAL. CATMAT: 000111619.	3
REGISTRO PRESSÃO - Registro união para santeno 3/4 11. Marca: Implebras. CATMAT: 000111619.	6
REGISTRO PRESSÃO, Joelho irriga l-r 50 mm.	3
RéGUA COMUM, MATERIAL PLáSTICO CRISTAL, COMPRIMENTO 30, GRADUAçãO CENTíMETRO/MILíMETRO, TIPO MATERIAL RíGIDO, CARACTERíSTICAS ADICIONAIS 2,50 MM DE ESPESSURA 313577	0
RÉGUA PLASTICA TRANSPARENTE DE 50 CM	60
REJUNTE DE PLACAS CERÂMICAS EM PISOS E PAREDES,CORES; PRETA,PRETA GRAFITE E BRANCA, PCT COM 1 KG - 150816	5
RELÉ FOTELÉTRICO - Relé fotelétrico 410 x 410. MARCA: MARGIRIUS. CATMAT: 000041181.	1
RIFAMICINA, DOSAGEM 10, INDICAÇÃO SPRAY FRASCO 20 ML	0
ROLO DE LÃ, APLICAÇÃO PINTURA, 23CM - 229437	5
Saídas para aspersor ER de 2 polegadas x 1 polegada. Marca: Amanco. CATMAT: 000151016.	0
SARNICIDA SPRAY, INDICADO PARA CÃES E GATOS, COELHOS, NEODEXA SPRAY 150 ML	0
SCALP TIPO BORBOLETA BISEL CURTO, TRIFACETADO, CÂNULA DE AÇO INOX, ATRAUMÁTICA, SILICONIZADA, ASA LEVE FELECÍVEL, TUBO EM PVC CRISTAL FLEXÍVEL, CONECTOR LUERC/ TAMPA PROTETORA, CÕNICO RÍGIDO, BAINHA PLÁSTICA, ATÓXICA, APIROGÊNICO, ESTÉRIL, 21g CX COM 100 UND.	1
SCALP TIPO BORBOLETA BISEL CURTO, TRIFACETADO, CÂNULA DE AÇO INOX, ATRAUMÁTICA, SILICONIZADA, ASA LEVE FLEXÍVEL, TUBO EM PVC CRISTAL FLEXÍVEL, CONECTOR LUERC/ TAMPA PROTETORA, CÕNICO RÍGIDO, BAINHA PLÁSTICA, ATÓXICA, APIROGÊNICO, ESTÉRIL, 25g MARCA: CRAL	1
SERINGA DESCARTÁVEL, COM AGULHA, TAMANHO 3ML, CAIXA COM 100 UNIDADES.	1
SERINGA, TIPO USO DESCARTÁVEL, CAPACIDADE 10ML, GRADUADA - 417796	1
SERINGA, TIPO USO DESCARTÁVEL, CAPACIDADE 1ML, GRADUADA, CAIXA COM 100 UNIDADES.	1
SERINGA, TIPO USO DESCARTÁVEL, CAPACIDADE 20ML, GRADUADA 227688	1
SERINGA, TIPO USO DESCARTÁVEL, CAPACIDADE 5ML, GRADUADA - 00417793	1
Serrote profissionalserrote lamina 24" profissional Marca: Ramada	1
SIFÃO MATERIAL POLIPROPILENO, COR BRANCA, TIPO CORPO SANFONADO/FLEXIVEL TIPO HASTE ADAPTAVEL, DIAMENTRO SAIDA 30, DIAMETRO ENTRADA 1. 1/4, APLICAÇÃO TANQUE, PIA, LAVATORIO BIDÊ	5
SIFÃO MATERIAL POLIPROPILENO, COR BRANCA, TIPO CORPO SANFONADO/FLEXIVEL TIPO HASTE ADAPTAVEL, DIAMENTRO SAIDA 30, DIAMETRO ENTRADA 1.1/2, APLICAÇÃO TANQUE, PIA, LAVATORIO BIDÊ	5
SIFÃO MATERIAL POLIPROPILENO, COR BRANCA, TIPO CORPO SANFONADO/FLEXIVEL TIPO HASTE ADAPTAVEL, DIAMENTRO SAIDA 40, DIAMETRO ENTRADA 1.1/4, APLICAÇÃO TANQUE, PIA, LAVATORIO BIDÊ	15
SIFÃO MATERIAL POLIPROPILENO, COR BRANCA, TIPO CORPO SANFONADO/FLEXIVEL TIPO HASTE ADAPTAVEL, DIAMENTRO SAIDA 50, DIAMETRO ENTRADA 1.1/4, APLICAÇÃO TANQUE, PIA, LAVATORIO BIDÊ	8
Sifão, material polipropileno, cor branca, tipo corpo sanfonado/ flexivel, Tipo haste adaptável, diâmetro saída 50, entrada 1 1/2, aplicação tanque, pia, lavatório e bidê.	8
SOLUÇÃO LIMPEZA MULTIUSO Pastilha desinfetante clorada. Produto com concentração de 55% ácido hipocloroso. Apresentação: pastilhas de coloração branca e completamente solúvel em água. Balde de 3,63 Kg. Produto deve estar no terço inicial do prazo de validade. Precise ou similar.	2
SULFADIAZINA, PRINCÍPIO ATIVO DE PRATA, DOSAGEM 1, INDICAÇÃO CREME	0
SUPLEMENTO VITAMÍNICO PARA AVES, VIA ORAL, USO VETERINÁRIO, CONTEÚDO 1 L.	1
SUPORTE de FERRO para SOLDA - Fabricada em chapa metálica reforçada, com apoio em especial e proteção ABS, com esponja vegetal para limpeza do ferro de solda. MARCA: TOZZ. CATMAT: 0000883323.	0
SUPORTE FIXAÇÃO PROJETOR. CARACTERÍSTICAS MÍNIMAS: SUPORTE UNIVERSAL PARA PROJETOR, MATERIAL AÇO COM TRATO SUPERFICIAL ANTICORROSIVO.	31
Suporte para Ferro de Solda. Fabricada em chapa metálica reforçada, com apoio em espiral e proteção ABS, com esponja vegetal para limpeza do ferro de solda.	6
TAMPÃO CONEXÃO - Cap. f 2 polegada. Marca: Viqua.	3
TAMPÃO CONEXÃO - Cap. m 2 polegada. Marca: Viqua.	1
TÊ - CONEXÃO PARA TUBOS CANOS - Material PVC, Cloreto de polivinila, diâmetro entrada 3 pol, normas técnicas NBR 5.648, características adicionais 45º com rosca. Marca: Viqua. CATMAT: 000285186.	3
TÊ - Conexão para tubos canos - Roscável, material PVC - Cloreto de Polivinila, diâmetro entrada 1 1/2 polegada, diâmetro redução 1/2 polegada, aplicação instalações prediais, água fria. Marca Plastilit. CATMAT: 000374789.	0
TÊ - CONEXÃO PARA TUBOS CANOS - rosqueável, material PVC - Cloreto de Polivinila, diâmetro entrada 2 1/2 polegada, diâmetro redução 139,4 mm, altura 28 mm, normas técnicas NBR 5.648, características adicionais 90º com rosca, aplicação instalações prediais, água fria. Marca: Krona. CATMAT: 355867.	3
TÊ - CONEXÃO PARA TUBOS E CANOS - SOLDÁVEL - Redução f/f, bitola: 3" x 2". Marca: Amanco. CATMAT: 000007528.	0
TÊ - Conexão para tubos e canos - soldável - TÊ (conexão) interno triplo material polietileno, 1 polegada. Marca: Plastilit. CATMAT: 000007528.	0
TÊ - Conexão para tubos e canos - Soldável - Tubo soldável PVC marrom , classe A, 32mm, barra com 06m. Marca: Plastilit. CATMAT: 000007528.	3
TÊ - CONEXÃO PARA TUBOS E CANOS - SOLDÁVEL - união em material polietileno, interna, bitola 1 polegada. Marca: Plastilit. CATMAT: 000007528.	0
TÊ - CONEXÃO PARA TUBOS E CANOS - SOLDÁVEL - união em material PVC, aplicação água fria, bitola 2 polegadas. Marca: Plasbon. CATMAT: 000007528.	100
TÊ - CONEXÃO PARA TUBOS E CANOS - SOLDÁVEL Luva irriga 75 mm azul soldável. Marca: Viqua.	3
TÊ - CONEXÃO PARA TUBOS E CANOS- SOLDÁVEL - Luva irriga 50 mm lf p/ep azul soldável. Marca similar Amanco ou tigre. Marca: Viqua. CATMAT: 000007528.	3
TÊ-CONEXÃO PARA TUBOS E CANOS-SOLDÁVEL Tubo de polietileno, diâmetro 1x3,0mm. Apresentação: rolo com 100m	0
TÊ-CONEXÃO PARA TUBOS E CANOS-SOLDÁVEL Tubo de PVC dn50, pn60, 2 polegada.	50
TELA DE MOSQUITEIRO EM POLIETILENO 14X14.	4
Termômetro clínico, material ponta flexível borracha, tipo digital, características adicionais autodesliga, resistente a agua.	4
TESOURA COMPRIMENTO 23 CM, CORTE CASCO OVINO.	9
TESOURA COSTURA, MATERIAL AçO INOXIDáVEL, TAMANHO 7,5, COMPRIMENTO 20, CARACTERíSTICAS ADICIONAIS CABO EMBORRACHADO PARA DESTRO E CANHOTO 375302	0
TESOURA MEDIA 7" EM AÇO	0
Testador de cabo de rede e telefonia, com conectores RJ11 e RJ45, testa continuidade 1, 2, 3, 4 , 5, 6, 7, 8 e G (tera), verifica conexão trocada, curto aberto e cruzado com alimentação sendo fornecida por uma bateria 9 volts. MARCA: MULTITOC.	6
Testador de cabo de rede e telefonia, com conectores RJ11 e RJ45, testa continuidade 1, 2, 3, 4 , 5, 6, 7, 8 e G (tera), verifica conexão trocada, curto aberto e cruzado com alimentação sendo fornecida por uma bateria 9 volts. MARCA: MULTITOC. CATMAAT: 000139343.	0
TINTA ACRÍLICA - Tinta Acrílica, componentes emulsão estireno acrílica, cargas, aditivos, pigmentos e solventes orgânicos, cor branco gelo, prazo de validade 24 meses, rendimento 200 a 250 metros quadrados/lata/demão. Aplicação superfícies lisas, concreto, gesso, amianto, tipo acabamento Semi-brilho, interior e exterior. Lata com 18 litros. MARCA: KOKAR. CATMAT: 000111368.	2
TINTA PARA CARIMBO COMPOSIÇÃO ÁLCOOL COR PRETA 282552	2
TNT, NOME TECIDO DE FIBRA SINTÉTICA, CORES. 19267	0
TOALHA DE PAPEL, 22,50X22,50CM	20
Todos os Materiais de Consumo	7
TOMADA PADRÃO 10A, BAIXA TENSAO	15
TOMADA PADRÃO 20A,BAIXA TENSÃO	15
TOMADA SISTEMA X NOVO PADRÃO 2p+T 10 A - CATMAT: 000035424.	15
TOMADA SISTEMA X NOVO PADRÃO 2p+T 20A - CATMAT: 000035424.	15
TOMADA TOMADA CONJUGADA, APLICAÇÃO INSTALAÇÃO ELÉTRICA DE BAIXA TENSÃO COMPLETA MARCA : MEC- TRONIC	15
TONEIRA PARA JARDIM 1/2 - 240514	15
TORNEIRA - Torneira de bebedouro, tipo garrafão 20 litros com conector azul (733/27). MARCA: VONDER.	3
TORNEIRA ESGUICHO INOX 1/22 PARA BEBEDOURO INDUSTRIAL	3
TORNEIRA INOX PARA BEBEDOURO 480 x 480 DE PRESSÃO, REF. 00084. MARCA: RAVID. CATMAT: 000150473.	10
TORNEIRA, MATERIAL CORPO METAL, TIPO PIA, DIÂMETRO 1/2 POL, ACABAMENTO SUPERFICIAL CROMADO, CARACTERÍSTICAS ADICIONAIS CURTA, APLICAÇÃO PIA. MARCA: IMPERATRIZ METAISIZ METAIS	3
TORNEIRA, MATERIAL CORPO METAL, TIPO PIA, DIÂMETRO 1/2 POL, ACABAMENTO SUPERFICIAL CROMADO, CARACTERÍSTICAS ADICIONAIS LONGA, APLICAÇÃO PIA MARCA: METAIS GLOBO	1
TORNEIRA, MATERIAL CORPO METAL, TIPO PIA, DIÂMETRO 3/4 POL, ACABAMENTO SUPERFICIAL CROMADO, , APLICAÇÃO LAVATÓRIO MARCA: IMPERATRIZ METAISIZ METAIS	3
TORNEIRA, MATERIAL CORPO METAL, TIPO PIA, DIÂMETRO 3/4 POL, ACABAMENTO SUPERFICIAL CROMADO, CARACTERÍSTICAS ADICIONAIS LONGA , APLICAÇÃO PIA MARCA: METAIS GLOBO	1
Torneira, material corpo PVC, tipo jardim, diâmetro 3/4 pol Marca: Plastilit	6
TOUCA DESCARTÁVEL,C/ELÁSTICO, PCT C/100 332930	40
TRIPÉ DE CÂMERA COM NO MÍNIMO 1,5 METRO. FABRICADO PREFERENCIALMENTE EM ALUMÍNIO OU MATERIAIS RESISTENTES E LEVES, IDEAL PARA SER USADO EM CÂMERAS FOTOGRÁFICAS E DE VÍDEO, BINÓCULOS, TELESCÓPIO OU LUNETAS COM O CONECTOR PARA TRIPÉ, PÉS DE BORRACHA AUTONIVELANTES, TRAVA NA COLUNA CENTRAL, SISTEMA DE ENGATE RÁPIDO, PERNAS COM 3 SEÇÕES DE TRAVAMENTO RÁPIDO, CABEÇA COM GIRO EM 360°, COM SUPORTE A CARGAS DE 2 A 5 KG.	1
TUBO DE POLIETILENO, POLEGADA 3/4 x 20 mm. APRESENTAÇÃO: ROLO 100m. CATMAT: 000007528.	0
TUBO DE PVC, PARA IRRIGAÇÃO, DN50, PN80, 2", AZUL	0
TUBO DE PVC, PARA IRRIGAÇÃO, DN75, PN80, 3", AZUL	0
TUBO PVC SOLDÁVEL, APLICAÇÃO HIDRÁULICA, COR BRANCA, DIÂMETRO NOMINAL 150 MM, COMPRIMENTO 6 M, COMPRIMENTO 91MM, ESPESSURA PAREDES 6,10 MM, PRESSÃO 7,50 KGF/CM2 A 20º C.	3
TUBO PVC SOLDÁVEL, APLICAÇÃO HIDRÁULICA, COR MARROM, DIÂMETRO NOMINAL 25MM, COMPRIMENTO 6 M, COMPRIMENTO BOLSA 32 MM, ESPESSURA PAREDES 1,70 MM, PRESSÃO 7,50 KGF/CM2 A 20º C . MARCA: PLAST LIT	40
TUBO PVC SOLDÁVEL, APLICAÇÃO SANITÁRIA, COR BRANCA, DIÂMETRO NOMINAL 100 MM, COMPRIMENTO 6 M, COMPRIMENTO BOLSA 91MM, ESPESSURA PAREDES 6,10 MM, PRESSÃO 7,50 KGF/CM2 A 20º C.	5
TUBO PVC SOLDÁVEL, APLICAÇÃO SANITÁRIA, COR BRANCA, DIÂMETRO NOMINAL 40 MM, COMPRIMENTO 6 M, COMPRIMENTO BOLSA 50MM, ESPESSURA PAREDES 2,10 MM, PRESSÃO 7,50 KGF/CM2 A 20º C.	10
TUBO PVC SOLDÁVEL, APLICAÇÃO SANITÁRIA, COR BRANCA, DIÂMETRO NOMINAL 50 MM, COMPRIMENTO 6 M, COMPRIMENTO BOLSA 60MM, ESPESSURA PAREDES 2,40 MM, PRESSÃO 7,50 KGF/CM2 A 20º C.	5
Válvula descarga, material metal, tratamento superficial cromado, bitola 1 1/ 2 pol, aplicação vaso sanitário. Marca: Fortti	2
Válvula escoamento, material aço inoxidável, diâmetro 1 1/4 pol, aplicação tanque marca: Metrox	5
VÁLVULA PARA PIA - 415081	4
VASO SANITÁRIO - Assento Sanitário Branco - MARCA: Alumasa. CATMAT: 000061948.	48
Vidro temperado para pistola automática dosadora capacidade 50 ml, pacote com 12 unidades.	1
XíCARA, MATERIAL PORCELANA, TIPO CAFé, COR BRANCA, CAPACIDADE 80, CARACTERíSTICAS ADICIONAIS TOTALMENTE ESMALTADA, COM FRISO DOURADO E PIRES 258006	30
XíCARA, MATERIAL PORCELANA, TIPO CHá, COR BRANCA, CAPACIDADE 200, CARACTERíSTICAS ADICIONAIS COM BORDA DOURADA E PIRES 241835	30
Zarcão, galão com 3,6 L	1
